DR_NO,Date Rptd,DATE OCC,TIME OCC,AREA,AREA NAME,Rpt Dist No,Part 1-2,Crm Cd,Crm Cd Desc,Mocodes,Vict Age,Vict Sex,Vict Descent,Premis Cd,Premis Desc,Weapon Used Cd,Weapon Desc,Status,Status Desc,Crm Cd 1,Crm Cd 2,Crm Cd 3,Crm Cd 4,LOCATION,Cross Street,LAT,LON
212108034,04/22/2021 12:00:00 AM,04/21/2021 12:00:00 AM,1800,21,Topanga,2146,1,310,BURGLARY,0344 1607,35,M,H,723,PRIVATE SCHOOL/PRESCHOOL,,,IC,Invest Cont,310,,,,21700    HART                         ST,,34.1974,-118.6015
210710145,06/24/2021 12:00:00 AM,06/23/2021 12:00:00 AM,2300,07,Wilshire,0721,1,330,BURGLARY FROM VEHICLE,1822 1300 0344,25,M,H,123,PARKING UNDERGROUND/BUILDING,,,IC,Invest Cont,330,,,,8800    BURTON                       WY,,34.0721,-118.3841
210114632,08/04/2021 12:00:00 AM,08/03/2021 12:00:00 AM,1459,01,Central,0134,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325,0,M,O,405,CLOTHING STORE,,,IC,Invest Cont,442,,,,200 W  3RD                          ST,,34.0503,-118.247
212005704,02/18/2021 12:00:00 AM,02/18/2021 12:00:00 AM,1500,20,Olympic,2027,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0913 0555 0448 0305 0444 0429 0417 0408 0451 0421,63,F,O,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,230,,,,500 S  NORMANDIE                    AV,,34.065,-118.3003
211214042,06/16/2021 12:00:00 AM,06/15/2021 12:00:00 AM,1530,12,77th Street,1256,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,1202 1300 0361 0913 0421 0422 0432,60,M,H,108,PARKING LOT,511,VERBAL THREAT,IC,Invest Cont,930,,,,7400 S  FIGUEROA                     ST,,33.9725,-118.2827
211213042,05/30/2021 12:00:00 AM,05/29/2021 12:00:00 AM,1930,12,77th Street,1265,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101,STREET,,,IC,Invest Cont,420,,,,8400 S  VERMONT                      AV,,33.9641,-118.2919
201509791,05/09/2020 12:00:00 AM,05/09/2020 12:00:00 AM,1530,15,N Hollywood,1525,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,123,PARKING UNDERGROUND/BUILDING,,,IC,Invest Cont,420,,,,11800    VICTORY                      BL,,34.1867,-118.3899
220605438,02/02/2022 12:00:00 AM,02/02/2021 12:00:00 AM,1005,06,Hollywood,0647,2,860,BATTERY WITH SEXUAL CONTACT,2004 0400 0522 0500,27,F,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,860,,,,WESTERN,HOLLYWOOD,34.0998,-118.3211
211411099,05/07/2021 12:00:00 AM,05/03/2021 12:00:00 AM,1400,14,Pacific,1469,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,5400    ALVERN,,33.975,-118.3744
202011800,07/06/2020 12:00:00 AM,07/04/2020 12:00:00 AM,1800,20,Olympic,2021,1,330,BURGLARY FROM VEHICLE,1822 1609 1307 0358 0344 0352 1221,59,M,W,707,GARAGE/CARPORT,,,IC,Invest Cont,330,,,,4600 W  3RD                          ST,,34.069,-118.3154
211317433,10/14/2021 12:00:00 AM,10/14/2021 12:00:00 AM,1400,13,Newton,1346,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1822 0431 0601 0400 0432,35,F,B,102,SIDEWALK,512,MACE/PEPPER SPRAY,IC,Invest Cont,230,,,,4300 S  CENTRAL                      AV,,34.0048,-118.2565
202114356,09/30/2020 12:00:00 AM,09/29/2020 12:00:00 AM,1730,21,Topanga,2157,1,510,VEHICLE - STOLEN,,0,,,707,GARAGE/CARPORT,,,IC,Invest Cont,510,,,,6500    INDEPENDENCE                 AV,,34.1889,-118.5905
210517485,12/01/2021 12:00:00 AM,03/20/2021 12:00:00 AM,1200,05,Harbor,0509,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",1202 1702 0913 0344,60,M,W,605,AUTOMATED TELLER MACHINE (ATM),,,AO,Adult Other,341,,,,1700    247TH                        PL,,33.8002,-118.3078
210219369,12/25/2021 12:00:00 AM,12/10/2021 12:00:00 AM,1200,02,Rampart,0217,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),1822 0329,33,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,745,,,,800    GLENDALE                     BL,,34.0727,-118.2637
201518230,12/02/2020 12:00:00 AM,11/17/2020 12:00:00 AM,0900,15,N Hollywood,1557,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,25,M,A,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,440,,,,10800    MAGNOLIA                     BL,,34.1649,-118.3665
202018006,12/04/2020 12:00:00 AM,12/03/2020 12:00:00 AM,1800,20,Olympic,2026,1,350,"THEFT, PERSON",0344 0346 0400,23,M,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,350,,,,3RD                          ST,CATALINA,34.0691,-118.2954
211705463,02/07/2021 12:00:00 AM,02/07/2021 12:00:00 AM,0030,17,Devonshire,1723,1,440,THEFT PLAIN - PETTY ($950 & UNDER),1202 0344,72,F,W,121,YARD (RESIDENTIAL/BUSINESS),,,IC,Invest Cont,440,,,,10800    DE SOTO                      AV,,34.2667,-118.5886
210206874,03/13/2021 12:00:00 AM,03/13/2021 12:00:00 AM,0329,02,Rampart,0233,2,624,BATTERY - SIMPLE ASSAULT,0447 1202 0444 0334 0445 0429 0329 1309 1266 1313,79,M,H,108,PARKING LOT,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,2500    BEVERLY                      BL,,34.0708,-118.2798
220904389,01/12/2022 12:00:00 AM,06/23/2021 12:00:00 AM,1800,09,Van Nuys,0955,2,354,THEFT OF IDENTITY,1822 0377,50,M,H,108,PARKING LOT,,,IC,Invest Cont,354,,,,5400    VAN NUYS                     BL,,34.1668,-118.4445
201313980,07/15/2020 12:00:00 AM,07/15/2020 12:00:00 AM,0150,13,Newton,1375,2,624,BATTERY - SIMPLE ASSAULT,0416 0429 1300 1309,24,M,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,56TH,CENTRAL,33.9921,-118.2559
230110144,04/04/2023 12:00:00 AM,07/03/2020 12:00:00 AM,0900,01,Central,0182,2,354,THEFT OF IDENTITY,0930 0929,25,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,1100 S  GRAND                        AV,,34.0415,-118.262
210700831,11/11/2021 12:00:00 AM,11/06/2021 12:00:00 AM,0001,07,Wilshire,0767,1,251,SHOTS FIRED AT INHABITED DWELLING,1407 1100 1822,38,M,A,501,SINGLE FAMILY DWELLING,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,251,998,,,1300    12TH                         AV,,34.044,-118.3263
201315254,08/09/2020 12:00:00 AM,08/09/2020 12:00:00 AM,1830,13,Newton,1343,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 1814 0448 0408 0446 0419,19,F,H,108,PARKING LOT,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,626,,,,4000 S  CENTRAL                      AV,,34.0114,-118.2624
201812631,06/16/2020 12:00:00 AM,06/16/2020 12:00:00 AM,0331,18,Southeast,1846,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1822 1300 0216 1100 0342 0302 0450 0858,19,M,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",102,HAND GUN,IC,Invest Cont,230,,,,11200    PARMELEE                     AV,,33.9326,-118.2502
201420929,11/29/2020 12:00:00 AM,11/28/2020 12:00:00 AM,2100,14,Pacific,1473,1,330,BURGLARY FROM VEHICLE,1300 1609 0344,32,F,H,101,STREET,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,330,,,,8200    ZITOLA                       TR,,33.9589,-118.4418
201501007,10/09/2020 12:00:00 AM,10/09/2020 12:00:00 AM,2045,15,N Hollywood,1502,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0446 0429 1402 0416 0408 1822,35,F,B,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,230,998,,,12600    SOLVANG                      ST,,34.2105,-118.4087
211009544,06/28/2021 12:00:00 AM,06/28/2021 12:00:00 AM,0100,10,West Valley,1065,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,1814 2000 0913 0400 0444 0429 0344 2033,34,F,O,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626,,,,17800    VENTURA                      BL,,34.1675,-118.5226
211222989,10/04/2021 12:00:00 AM,10/02/2021 12:00:00 AM,1655,12,77th Street,1267,2,354,THEFT OF IDENTITY,0929 0922,46,F,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,600 W  84TH                         ST,,33.9621,-118.2853
211209495,03/31/2021 12:00:00 AM,03/31/2021 12:00:00 AM,0039,12,77th Street,1256,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1100 1307 2033 1310,0,X,X,101,STREET,106,UNKNOWN FIREARM,IC,Invest Cont,230,,,,400 W  FLORENCE                     AV,,33.9747,-118.2816
211414946,07/13/2021 12:00:00 AM,07/07/2021 12:00:00 AM,1200,14,Pacific,1488,2,668,"EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)",,0,,,203,OTHER BUSINESS,,,IC,Invest Cont,668,,,,8700    BELLANCA                     AV,,33.9539,-118.3805
201513596,08/07/2020 12:00:00 AM,08/06/2020 12:00:00 AM,2000,15,N Hollywood,1543,2,903,CONTEMPT OF COURT,2038,80,F,W,101,STREET,,,IC,Invest Cont,903,,,,5300    WILKINSON                    AV,,34.1667,-118.4042
201418530,10/10/2020 12:00:00 AM,10/10/2020 12:00:00 AM,0442,14,Pacific,1474,1,310,BURGLARY,0344 1607,24,M,W,707,GARAGE/CARPORT,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,310,522,,,7900    ALTAVAN                      AV,,33.9663,-118.4212
201713253,09/15/2020 12:00:00 AM,09/14/2020 12:00:00 AM,1305,17,Devonshire,1776,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,16700    LABRADOR                     ST,,34.2493,-118.4965
210314038,08/05/2021 12:00:00 AM,07/02/2021 12:00:00 AM,1600,03,Southwest,0393,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329,39,F,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,745,,,,4200    LEIMERT                      BL,,34.0078,-118.3266
211506737,03/13/2021 12:00:00 AM,03/13/2021 12:00:00 AM,0445,15,N Hollywood,1548,1,210,ROBBERY,0910 1420 0337 0913 0344 0416 1281 1218 0334 2048,59,M,B,913,MTA - RED LINE - NORTH HOLLYWOOD,102,HAND GUN,IC,Invest Cont,210,,,,5300    LANKERSHIM                   BL,,34.167,-118.3759
201908696,04/13/2020 12:00:00 AM,04/12/2020 12:00:00 AM,0700,19,Mission,1902,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101,STREET,,,IC,Invest Cont,420,,,,14500    WILLOWGREEN                  LN,,34.3206,-118.4506
211407556,03/01/2021 12:00:00 AM,02/15/2021 12:00:00 AM,1200,14,Pacific,1494,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",1822 0344,40,M,O,212,TRANSPORTATION FACILITY (AIRPORT),,,IC,Invest Cont,341,,,,400    WORLD                        WY,,33.9431,-118.4081
212114410,09/27/2021 12:00:00 AM,09/24/2021 12:00:00 AM,1515,21,Topanga,2149,1,310,BURGLARY,0329 0344 1822,0,M,O,721,HIGH SCHOOL,,,IC,Invest Cont,310,,,,20000    SHERMAN                      WY,,34.201,-118.5709
210107767,03/21/2021 12:00:00 AM,03/21/2021 12:00:00 AM,0245,01,Central,0152,1,310,BURGLARY,1822 1607 0321 1420 0329,38,M,W,702,OFFICE BUILDING/OFFICE,,,IC,Invest Cont,310,,,,500 S  GRAND                        AV,,34.0495,-118.2546
221508119,04/12/2022 12:00:00 AM,12/01/2021 12:00:00 AM,1100,15,N Hollywood,1599,2,354,THEFT OF IDENTITY,1822 0377,68,M,W,255,"AUTO DEALERSHIP (CHEVY, FORD, BMW, MERCEDES, ETC.)",,,IC,Invest Cont,354,,,,3500 W  CAHUENGA                     BL,,34.1329,-118.3559
211700667,05/15/2021 12:00:00 AM,05/15/2021 12:00:00 AM,0040,17,Devonshire,1783,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 1402 2002 0311,0,X,X,203,OTHER BUSINESS,,,IC,Invest Cont,745,998,,,9100    TAMPA                        AV,,34.2355,-118.5536
210811846,07/20/2021 12:00:00 AM,07/19/2021 12:00:00 AM,1500,08,West LA,0893,1,510,VEHICLE - STOLEN,,0,,,108,PARKING LOT,,,IC,Invest Cont,510,,,,2500 S  SEPULVEDA                    BL,,34.0348,-118.4339
211710236,07/03/2021 12:00:00 AM,07/03/2021 12:00:00 AM,0100,17,Devonshire,1779,2,624,BATTERY - SIMPLE ASSAULT,1822 1309 1310 0416 0447 1402,31,M,H,108,PARKING LOT,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,998,,,15600    NORDHOFF                     ST,,34.2409,-118.478
201716043,12/06/2020 12:00:00 AM,12/05/2020 12:00:00 AM,0600,17,Devonshire,1712,1,330,BURGLARY FROM VEHICLE,0344 1300 0321 0386,44,M,O,101,STREET,,,AO,Adult Other,330,,,,11600    PORTER VALLEY                DR,,34.2812,-118.5516
202116223,11/13/2020 12:00:00 AM,05/31/2020 12:00:00 AM,0255,21,Topanga,2157,1,330,BURGLARY FROM VEHICLE,0344 2032,42,F,B,101,STREET,,,IC,Invest Cont,330,,,,6700    DE SOTO                      AV,,34.1915,-118.5884
211814324,07/27/2021 12:00:00 AM,07/27/2021 12:00:00 AM,2000,18,Southeast,1842,2,901,VIOLATION OF RESTRAINING ORDER,0913 0602 0561 1202 2038,60,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,901,,,,100 W  IMPERIAL                     HY,,33.9347,-118.2761
201818296,10/05/2020 12:00:00 AM,10/04/2020 12:00:00 AM,2200,18,Southeast,1839,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,2300 E  108TH                        ST,,33.9371,-118.2307
211105775,02/22/2021 12:00:00 AM,02/21/2021 12:00:00 AM,1300,11,Northeast,1143,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101,STREET,,,IC,Invest Cont,420,,,,4300    MELBOURNE                    AV,,34.1036,-118.2831
212014661,09/23/2021 12:00:00 AM,09/23/2021 12:00:00 AM,0500,20,Olympic,2026,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0400,55,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626,,,,400 S  KENMORE                      AV,,34.0654,-118.2966
211817643,09/28/2021 12:00:00 AM,09/27/2021 12:00:00 AM,2000,18,Southeast,1822,2,624,BATTERY - SIMPLE ASSAULT,0913 0444 0429 0416,28,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,400 W  101ST                        ST,,33.9446,-118.2804
202100938,11/26/2020 12:00:00 AM,11/26/2020 12:00:00 AM,0500,21,Topanga,2138,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,0913 1419 1407 1402 2000 0400 1813,40,M,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,236,998,,,20400    SHERMAN                      WY,,34.2011,-118.5794
210904391,01/12/2021 12:00:00 AM,01/12/2021 12:00:00 AM,2000,09,Van Nuys,0904,2,806,PANDERING,1402 1419 0908 1212,31,M,B,101,STREET,,,AA,Adult Arrest,806,998,,,LEADWELL,SEPULVEDA                    BL,34.2039,-118.4662
221104640,01/18/2022 12:00:00 AM,12/14/2021 12:00:00 AM,0900,11,Northeast,1135,2,354,THEFT OF IDENTITY,0100 0928,56,M,P,602,BANK,,,IC,Invest Cont,354,,,,3600    DIVISION                     ST,,34.1164,-118.2332
210204057,01/02/2021 12:00:00 AM,01/02/2021 12:00:00 AM,1015,02,Rampart,0266,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1300 0329 2004 1307 1609 1822,23,M,H,122,"VEHICLE, PASSENGER/TRUCK",,,AO,Adult Other,740,,,,7TH                          ST,UNION,34.0539,-118.2712
201400766,06/21/2020 12:00:00 AM,06/21/2020 12:00:00 AM,0226,14,Pacific,1479,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1300 0329,48,M,B,101,STREET,109,SEMI-AUTOMATIC PISTOL,IC,Invest Cont,740,,,,8500    OSAGE                        AV,,33.9604,-118.3788
211515131,09/25/2021 12:00:00 AM,09/25/2021 12:00:00 AM,0300,15,N Hollywood,1549,2,888,TRESPASSING,0216,37,M,O,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,888,,,,10300    MCCORMICK                    ST,,34.1659,-118.3563
201421233,12/05/2020 12:00:00 AM,12/05/2020 12:00:00 AM,1750,14,Pacific,1494,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0913 2000 0400 0444,23,F,B,212,TRANSPORTATION FACILITY (AIRPORT),400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626,,,,500    WORLD WAY,,33.9427,-118.4052
211108093,04/29/2021 12:00:00 AM,04/29/2021 12:00:00 AM,1300,11,Northeast,1126,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,5100    BALTIMORE                    ST,,34.1232,-118.2003
201904941,01/22/2020 12:00:00 AM,01/22/2020 12:00:00 AM,1535,19,Mission,1988,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 1813 1814 0416 0401,23,M,W,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,626,,,,WENTWORTH,CANTERBURY,34.2284,-118.4232
212111165,07/08/2021 12:00:00 AM,07/08/2021 12:00:00 AM,1230,21,Topanga,2129,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1202 0913 0361 0334,66,M,O,501,SINGLE FAMILY DWELLING,102,HAND GUN,AO,Adult Other,230,,,,19900    STRATHERN                    ST,,34.2156,-118.5667
202115878,11/10/2020 12:00:00 AM,11/10/2020 12:00:00 AM,1300,21,Topanga,2158,2,624,BATTERY - SIMPLE ASSAULT,0416,25,M,H,717,HEALTH SPA/GYM,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624,,,,DE SOTO,VICTORY,34.1884,-118.5884
210713676,09/29/2021 12:00:00 AM,09/28/2021 12:00:00 AM,1800,07,Wilshire,0762,1,310,BURGLARY,0344,42,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,1700    STEARNS                      DR,,34.0439,-118.3735
201408953,03/28/2020 12:00:00 AM,03/23/2020 12:00:00 AM,0230,14,Pacific,1469,1,330,BURGLARY FROM VEHICLE,0344 1300,28,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,330,,,,6900    KITTYHAWK                    AV,,33.9754,-118.3722
202010333,05/27/2020 12:00:00 AM,05/13/2020 12:00:00 AM,0001,20,Olympic,2036,2,354,THEFT OF IDENTITY,0100 1822 0930 0922,27,F,C,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,600 S  BERENDO                      ST,,34.0608,-118.2941
210217658,11/17/2021 12:00:00 AM,11/16/2021 12:00:00 AM,2200,02,Rampart,0245,1,510,VEHICLE - STOLEN,,0,,,108,PARKING LOT,,,IC,Invest Cont,510,,,,2300    OCEAN VIEW                   AV,,34.0627,-118.2768
202010419,06/01/2020 12:00:00 AM,05/08/2020 12:00:00 AM,1500,20,Olympic,2015,1,330,BURGLARY FROM VEHICLE,1402 0344 1607 1822 2032,53,M,H,101,STREET,,,IC,Invest Cont,330,998,,,W  1ST,VERMONT                      AV,34.0728,-118.2917
211506186,02/26/2021 12:00:00 AM,02/25/2021 12:00:00 AM,2330,15,N Hollywood,1532,1,310,BURGLARY,2004 1608 1420 0321 0354 0334 0344 0314 1402 0216,23,M,H,501,SINGLE FAMILY DWELLING,,,AA,Adult Arrest,310,998,,,12100    TIARA                        ST,,34.1784,-118.3973
201311628,05/31/2020 12:00:00 AM,05/26/2020 12:00:00 AM,1100,13,Newton,1364,1,310,BURGLARY,0344,65,M,B,708,CHURCH/CHAPEL (CHANGED 03-03 FROM CHURCH/TEMPLE),,,IC,Invest Cont,310,,,,4400    HOOPER                       AV,,33.9994,-118.2543
210217041,11/01/2021 12:00:00 AM,08/01/2021 12:00:00 AM,0700,02,Rampart,0269,2,354,THEFT OF IDENTITY,0100 0930 0935 0929 0922 1822,24,F,O,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,700 S  BIXEL                        ST,,34.0507,-118.2643
211512465,07/28/2021 12:00:00 AM,07/28/2021 12:00:00 AM,1355,15,N Hollywood,1557,2,624,BATTERY - SIMPLE ASSAULT,2004 1218 0400,63,F,B,101,STREET,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,624,,,,10900    MAGNOLIA                     BL,,34.1649,-118.3686
201411615,05/29/2020 12:00:00 AM,05/29/2020 12:00:00 AM,2136,14,Pacific,1432,1,330,BURGLARY FROM VEHICLE,1300 0344,41,F,W,101,STREET,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,330,,,,600    MILWOOD                      AV,,33.9909,-118.4646
210807209,03/19/2021 12:00:00 AM,03/19/2021 12:00:00 AM,1940,08,West LA,0841,2,624,BATTERY - SIMPLE ASSAULT,0400,17,F,W,108,PARKING LOT,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,WILSHIRE                     BL,SALTAIR                      AV,34.0453,-118.466
202017562,11/23/2020 12:00:00 AM,11/23/2020 12:00:00 AM,0530,20,Olympic,2024,1,220,ATTEMPTED ROBBERY,1822 0344 0401 2004 0334 1402,52,M,O,717,HEALTH SPA/GYM,308,STICK,AA,Adult Arrest,220,998,,,3600 W  6TH                          ST,,34.0636,-118.3016
201316012,08/25/2020 12:00:00 AM,08/25/2020 12:00:00 AM,0615,13,Newton,1309,1,310,BURGLARY,1607 0344 0358,0,X,X,203,OTHER BUSINESS,,,IC,Invest Cont,310,,,,2300 E  WASHINGTON                   BL,,34.019,-118.2315
210119106,10/22/2021 12:00:00 AM,10/22/2021 12:00:00 AM,2000,01,Central,0144,1,440,THEFT PLAIN - PETTY ($950 & UNDER),2034 0344 1822,32,M,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,440,,,,400 S  MAIN                         ST,,34.0478,-118.2484
201708526,04/26/2020 12:00:00 AM,04/26/2020 12:00:00 AM,1340,17,Devonshire,1785,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),1501 0329,46,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,745,,,,18700    NORDHOFF                     ST,,34.2355,-118.5404
201821470,12/01/2020 12:00:00 AM,11/29/2020 12:00:00 AM,2030,18,Southeast,1804,1,220,ATTEMPTED ROBBERY,0913 1810 0212 0355 0416 0429 0448 0419 0401,70,F,B,146,PATIO*,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,220,,,,800 E  87TH                         ST,,33.9593,-118.2608
211705681,02/15/2021 12:00:00 AM,02/15/2021 12:00:00 AM,0330,17,Devonshire,1796,1,310,BURGLARY,0344 1309 0358 1501,46,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,8800    MCLENNAN                     AV,,34.2303,-118.5009
210515097,10/20/2021 12:00:00 AM,10/20/2021 12:00:00 AM,1650,05,Harbor,0529,2,624,BATTERY - SIMPLE ASSAULT,0913 0416 2004,59,M,H,203,OTHER BUSINESS,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,800    MACDONOUGH                   AV,,33.7819,-118.2314
202007827,03/22/2020 12:00:00 AM,03/22/2020 12:00:00 AM,1820,20,Olympic,2013,2,760,LEWD/LASCIVIOUS ACTS WITH CHILD,1822 0432 0334 0371 0305 0319,0,X,X,102,SIDEWALK,207,OTHER KNIFE,IC,Invest Cont,760,,,,100 S  OXFORD                       AV,,34.0737,-118.3079
201713116,09/11/2020 12:00:00 AM,09/11/2020 12:00:00 AM,0130,17,Devonshire,1794,1,310,BURGLARY,0375 0344 1609 0315,0,X,X,210,RESTAURANT/FAST FOOD,,,IC,Invest Cont,310,,,,8500    RESEDA                       BL,,34.2246,-118.5361
202005893,02/09/2020 12:00:00 AM,02/06/2020 12:00:00 AM,2000,20,Olympic,2069,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344 0352 1221 2032 1822,23,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,341,,,,1200 S  WESTMORELAND                 AV,,34.049,-118.2891
210912766,08/12/2021 12:00:00 AM,08/12/2021 12:00:00 AM,1030,09,Van Nuys,0923,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0444 0446,27,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626,,,,14600    GILMORE                      ST,,34.1876,-118.4531
201500883,07/11/2020 12:00:00 AM,07/11/2020 12:00:00 AM,0430,15,N Hollywood,1535,2,946,OTHER MISCELLANEOUS CRIME,,0,M,O,101,STREET,,,IC,Invest Cont,946,,,,LANKERSHIM,BURBANK,34.1722,-118.3793
211409022,03/31/2021 12:00:00 AM,03/31/2021 12:00:00 AM,1224,14,Pacific,1497,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101,STREET,,,IC,Invest Cont,420,,,,5300 W  CENTURY                      BL,,33.9452,-118.3714
201711615,07/27/2020 12:00:00 AM,07/07/2020 12:00:00 AM,1200,17,Devonshire,1756,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344,43,F,O,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,341,,,,10000    LOUISE                       AV,,34.2523,-118.5111
